"","plot_number","grass_1930","tree_1930","chaparral_1930","sage_1930","barren_1930","dom_veg_1930","sec_veg_1930","dominant_cover_1930","secondary_cover_1930","dominant_veg_1930","secondary_veg_1930","grass_2009","tree_2009","chaparral_2009","sage_2009","barren_2009","dom_veg_2009","sec_veg_2009","dominant_cover_2009","secondary_cover_2009","dominant_veg_2009","secondary_veg_2009"
"935",942,5,0,45,0,0,45,5,90,10,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"936",943,6,0,44,0,0,44,6,88,12,"chaparral","grass",15,0,35,0,0,35,15,70,30,"chaparral","grass"
"937",944,21,0,0,29,0,29,21,58,42,"sage","grass",44,0,0,6,0,44,6,88,12,"grass","sage"
"938",945,13,0,37,0,0,37,13,74,26,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"939",946,18,32,0,0,0,32,18,64,36,"tree","grass",9,41,0,0,0,41,9,82,18,"tree","grass"
"940",947,1,0,5,44,0,44,5,88,10,"sage","chaparral",21,0,0,29,0,29,21,58,42,"sage","grass"
"941",948,22,28,0,0,0,28,22,56,44,"tree","grass",36,14,0,0,0,36,14,72,28,"grass","tree"
"942",949,21,0,17,12,0,21,17,42,34,"grass","chaparral",42,0,0,8,0,42,8,84,16,"grass","sage"
"943",950,8,0,42,0,0,42,8,84,16,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"944",951,3,0,0,47,0,47,3,94,6,"sage","grass",41,0,0,9,0,41,9,82,18,"grass","sage"
"945",952,17,0,33,0,0,33,17,66,34,"chaparral","grass",39,0,4,7,0,39,7,78,14,"grass","sage"
"946",953,18,0,32,0,0,32,18,64,36,"chaparral","grass",15,0,35,0,0,35,15,70,30,"chaparral","grass"
"947",954,49,0,0,1,0,49,1,98,2,"grass","sage",43,0,0,7,0,43,7,86,14,"grass","sage"
"948",955,15,0,0,35,0,35,15,70,30,"sage","grass",45,0,1,4,0,45,4,90,8,"grass","sage"
"949",956,7,0,43,0,0,43,7,86,14,"chaparral","grass",10,0,40,0,0,40,10,80,20,"chaparral","grass"
"950",957,4,0,46,0,0,46,4,92,8,"chaparral","grass",14,0,15,21,0,21,15,42,30,"sage","chaparral"
"951",958,28,0,8,14,0,28,14,56,28,"grass","sage",45,0,1,4,0,45,4,90,8,"grass","sage"
"952",959,9,0,41,0,0,41,9,82,18,"chaparral","grass",21,0,28,1,0,28,21,56,42,"chaparral","grass"
"953",960,7,0,30,13,0,30,13,60,26,"chaparral","sage",36,0,10,4,0,36,10,72,20,"grass","chaparral"
"954",961,8,0,42,0,0,42,8,84,16,"chaparral","grass",6,0,44,0,0,44,6,88,12,"chaparral","grass"
"955",962,23,0,0,27,0,27,23,54,46,"sage","grass",46,0,0,4,0,46,4,92,8,"grass","sage"
"956",963,10,0,40,0,0,40,10,80,20,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"957",964,0,35,15,0,0,35,15,70,30,"tree","chaparral",1,11,38,0,0,38,11,76,22,"chaparral","tree"
"958",965,24,26,0,0,0,26,24,52,48,"tree","grass",34,3,13,0,0,34,13,68,26,"grass","chaparral"
"959",966,22,0,0,28,0,28,22,56,44,"sage","grass",37,0,7,6,0,37,7,74,14,"grass","chaparral"
"960",967,38,0,7,5,0,38,7,76,14,"grass","chaparral",29,0,20,1,0,29,20,58,40,"grass","chaparral"
"961",968,31,0,19,0,0,31,19,62,38,"grass","chaparral",45,0,5,0,0,45,5,90,10,"grass","chaparral"
"962",969,0,0,50,0,0,50,0,100,0,"chaparral","grass",37,0,13,0,0,37,13,74,26,"grass","chaparral"
"963",970,4,0,46,0,0,46,4,92,8,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"964",971,13,37,0,0,0,37,13,74,26,"tree","grass",23,27,0,0,0,27,23,54,46,"tree","grass"
"965",972,8,0,42,0,0,42,8,84,16,"chaparral","grass",49,0,1,0,0,49,1,98,2,"grass","chaparral"
"966",973,4,23,23,0,0,23,23,46,46,"mixed","mixed",0,29,21,0,0,29,21,58,42,"tree","chaparral"
"967",974,8,0,42,0,0,42,8,84,16,"chaparral","grass",18,0,32,0,0,32,18,64,36,"chaparral","grass"
"968",975,13,0,18,19,0,19,18,38,36,"sage","chaparral",36,0,7,7,0,36,7,72,14,"grass","chaparral"
"969",976,34,16,0,0,0,34,16,68,32,"grass","tree",47,3,0,0,0,47,3,94,6,"grass","tree"
"970",977,36,0,8,6,0,36,8,72,16,"grass","chaparral",43,0,0,7,0,43,7,86,14,"grass","sage"
"971",978,20,0,30,0,0,30,20,60,40,"chaparral","grass",34,0,5,11,0,34,11,68,22,"grass","sage"
"972",979,9,0,41,0,0,41,9,82,18,"chaparral","grass",20,0,29,1,0,29,20,58,40,"chaparral","grass"
"973",980,25,0,20,5,0,25,20,50,40,"grass","chaparral",35,0,15,0,0,35,15,70,30,"grass","chaparral"
"974",981,22,0,28,0,0,28,22,56,44,"chaparral","grass",26,0,24,0,0,26,24,52,48,"grass","chaparral"
"975",982,22,0,4,24,0,24,22,48,44,"sage","grass",42,0,0,8,0,42,8,84,16,"grass","sage"
"976",983,0,0,46,0,4,46,4,92,8,"chaparral","barren",0,0,49,0,1,49,1,98,2,"chaparral","barren"
"977",984,15,0,34,0,1,34,15,68,30,"chaparral","grass",15,0,35,0,0,35,15,70,30,"chaparral","grass"
"978",985,1,0,49,0,0,49,1,98,2,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"979",986,32,0,16,0,2,32,16,64,32,"grass","chaparral",17,0,33,0,0,33,17,66,34,"chaparral","grass"
"980",987,8,28,14,0,0,28,14,56,28,"tree","chaparral",14,36,0,0,0,36,14,72,28,"tree","grass"
"981",988,4,0,46,0,0,46,4,92,8,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"982",989,5,0,45,0,0,45,5,90,10,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"983",990,15,22,13,0,0,22,15,44,30,"tree","grass",10,40,0,0,0,40,10,80,20,"tree","grass"
"984",991,17,0,33,0,0,33,17,66,34,"chaparral","grass",21,0,29,0,0,29,21,58,42,"chaparral","grass"
"985",992,15,24,11,0,0,24,15,48,30,"tree","grass",26,11,13,0,0,26,13,52,26,"grass","chaparral"
"986",993,2,0,48,0,0,48,2,96,4,"chaparral","grass",10,0,40,0,0,40,10,80,20,"chaparral","grass"
"987",994,2,0,48,0,0,48,2,96,4,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"988",995,30,0,0,20,0,30,20,60,40,"grass","sage",35,0,8,7,0,35,8,70,16,"grass","chaparral"
"989",996,17,0,0,33,0,33,17,66,34,"sage","grass",38,0,0,12,0,38,12,76,24,"grass","sage"
"990",997,40,0,10,0,0,40,10,80,20,"grass","chaparral",37,0,13,0,0,37,13,74,26,"grass","chaparral"
"991",998,2,0,48,0,0,48,2,96,4,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"992",999,8,0,42,0,0,42,8,84,16,"chaparral","grass",19,0,31,0,0,31,19,62,38,"chaparral","grass"
"993",1000,44,0,0,6,0,44,6,88,12,"grass","sage",40,0,10,0,0,40,10,80,20,"grass","chaparral"
"994",1001,28,0,0,22,0,28,22,56,44,"grass","sage",27,0,21,2,0,27,21,54,42,"grass","chaparral"
"995",1002,41,0,0,9,0,41,9,82,18,"grass","sage",40,0,4,6,0,40,6,80,12,"grass","sage"
"996",1003,20,0,30,0,0,30,20,60,40,"chaparral","grass",30,0,19,1,0,30,19,60,38,"grass","chaparral"
"997",1004,20,0,30,0,0,30,20,60,40,"chaparral","grass",25,0,25,0,0,25,25,50,50,"mixed","mixed"
"998",1005,11,5,34,0,0,34,11,68,22,"chaparral","grass",41,9,0,0,0,41,9,82,18,"grass","tree"
"999",1006,23,14,0,13,0,23,14,46,28,"grass","tree",33,10,0,7,0,33,10,66,20,"grass","tree"
"1000",1007,11,0,39,0,0,39,11,78,22,"chaparral","grass",24,0,26,0,0,26,24,52,48,"chaparral","grass"
"1001",1008,2,0,48,0,0,48,2,96,4,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"1002",1009,5,0,45,0,0,45,5,90,10,"chaparral","grass",15,0,35,0,0,35,15,70,30,"chaparral","grass"
"1003",1010,5,0,45,0,0,45,5,90,10,"chaparral","grass",38,0,12,0,0,38,12,76,24,"grass","chaparral"
"1004",1011,3,0,47,0,0,47,3,94,6,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"1005",1012,1,0,49,0,0,49,1,98,2,"chaparral","grass",9,0,41,0,0,41,9,82,18,"chaparral","grass"
"1006",1013,13,0,36,1,0,36,13,72,26,"chaparral","grass",18,0,32,0,0,32,18,64,36,"chaparral","grass"
"1007",1014,10,0,2,38,0,38,10,76,20,"sage","grass",23,8,11,8,0,23,11,46,22,"grass","chaparral"
"1008",1015,1,10,39,0,0,39,10,78,20,"chaparral","tree",33,0,16,1,0,33,16,66,32,"grass","chaparral"
"1009",1016,9,0,39,2,0,39,9,78,18,"chaparral","grass",38,0,10,2,0,38,10,76,20,"grass","chaparral"
"1010",1017,3,0,47,0,0,47,3,94,6,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"1011",1018,4,0,46,0,0,46,4,92,8,"chaparral","grass",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"1012",1019,0,0,50,0,0,50,0,100,0,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"1013",1020,19,0,27,0,4,27,19,54,38,"chaparral","grass",11,0,39,0,0,39,11,78,22,"chaparral","grass"
"1014",1021,10,0,0,40,0,40,10,80,20,"sage","grass",33,0,0,17,0,33,17,66,34,"grass","sage"
"1015",1022,22,0,11,17,0,22,17,44,34,"grass","sage",44,0,3,3,0,44,3,88,6,"grass","chaparral"
"1016",1023,30,0,19,1,0,30,19,60,38,"grass","chaparral",25,0,19,6,0,25,19,50,38,"grass","chaparral"
"1017",1024,7,0,5,38,0,38,7,76,14,"sage","grass",18,0,19,13,0,19,18,38,36,"chaparral","grass"
"1018",1025,4,0,46,0,0,46,4,92,8,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"1019",1026,5,0,45,0,0,45,5,90,10,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"1020",1027,6,0,44,0,0,44,6,88,12,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"1021",1028,17,10,0,23,0,23,17,46,34,"sage","grass",30,12,0,8,0,30,12,60,24,"grass","tree"
"1022",1029,36,3,0,11,0,36,11,72,22,"grass","sage",43,1,0,6,0,43,6,86,12,"grass","sage"
"1023",1030,6,0,44,0,0,44,6,88,12,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
"1024",1031,27,23,0,0,0,27,23,54,46,"grass","tree",40,10,0,0,0,40,10,80,20,"grass","tree"
"1025",1032,19,0,0,31,0,31,19,62,38,"sage","grass",41,0,1,8,0,41,8,82,16,"grass","sage"
"1026",1033,17,0,33,0,0,33,17,66,34,"chaparral","grass",10,0,40,0,0,40,10,80,20,"chaparral","grass"
"1027",1034,8,42,0,0,0,42,8,84,16,"tree","grass",1,49,0,0,0,49,1,98,2,"tree","grass"
"1028",1035,27,0,14,9,0,27,14,54,28,"grass","chaparral",34,0,16,0,0,34,16,68,32,"grass","chaparral"
"1029",1036,37,0,8,5,0,37,8,74,16,"grass","chaparral",26,0,23,1,0,26,23,52,46,"grass","chaparral"
"1030",1037,11,0,39,0,0,39,11,78,22,"chaparral","grass",26,0,24,0,0,26,24,52,48,"grass","chaparral"
"1031",1038,7,2,41,0,0,41,7,82,14,"chaparral","grass",33,0,3,14,0,33,14,66,28,"grass","sage"
"1032",1039,33,0,0,17,0,33,17,66,34,"grass","sage",48,0,0,2,0,48,2,96,4,"grass","sage"
"1033",1040,4,0,46,0,0,46,4,92,8,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"1034",1041,3,0,47,0,0,47,3,94,6,"chaparral","grass",9,0,18,23,0,23,18,46,36,"sage","chaparral"
"1035",1042,5,0,45,0,0,45,5,90,10,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"1036",1043,4,0,46,0,0,46,4,92,8,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"1037",1044,26,24,0,0,0,26,24,52,48,"grass","tree",35,15,0,0,0,35,15,70,30,"grass","tree"
"1038",1045,19,0,13,18,0,19,18,38,36,"grass","sage",29,0,16,5,0,29,16,58,32,"grass","chaparral"
"1039",1046,15,0,35,0,0,35,15,70,30,"chaparral","grass",2,0,48,0,0,48,2,96,4,"chaparral","grass"
"1040",1047,1,0,12,37,0,37,12,74,24,"sage","chaparral",24,0,9,17,0,24,17,48,34,"grass","sage"
"1041",1048,13,0,11,26,0,26,13,52,26,"sage","grass",29,0,21,0,0,29,21,58,42,"grass","chaparral"
"1042",1049,6,0,44,0,0,44,6,88,12,"chaparral","grass",0,0,50,0,0,50,0,100,0,"chaparral","grass"
"1043",1050,5,0,41,0,4,41,5,82,10,"chaparral","grass",7,0,33,0,10,33,10,66,20,"chaparral","barren"
"1044",1051,23,0,27,0,0,27,23,54,46,"chaparral","grass",29,0,18,3,0,29,18,58,36,"grass","chaparral"
"1045",1052,12,0,38,0,0,38,12,76,24,"chaparral","grass",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"1046",1053,22,28,0,0,0,28,22,56,44,"tree","grass",15,35,0,0,0,35,15,70,30,"tree","grass"
"1047",1054,8,0,42,0,0,42,8,84,16,"chaparral","grass",13,0,37,0,0,37,13,74,26,"chaparral","grass"
"1048",1055,18,0,32,0,0,32,18,64,36,"chaparral","grass",20,0,30,0,0,30,20,60,40,"chaparral","grass"
"1049",1056,25,0,19,0,6,25,19,50,38,"grass","chaparral",6,0,19,0,25,25,19,50,38,"barren","chaparral"
"1050",1057,10,0,40,0,0,40,10,80,20,"chaparral","grass",37,0,13,0,0,37,13,74,26,"grass","chaparral"
"1051",1058,42,8,0,0,0,42,8,84,16,"grass","tree",24,26,0,0,0,26,24,52,48,"tree","grass"
"1052",1059,2,0,38,0,10,38,10,76,20,"chaparral","barren",7,0,36,0,7,36,7,72,14,"chaparral","grass"
"1053",1060,39,0,11,0,0,39,11,78,22,"grass","chaparral",37,0,13,0,0,37,13,74,26,"grass","chaparral"
"1054",1061,4,0,46,0,0,46,4,92,8,"chaparral","grass",22,0,24,4,0,24,22,48,44,"chaparral","grass"
"1055",1062,5,0,41,0,4,41,5,82,10,"chaparral","grass",0,0,48,0,2,48,2,96,4,"chaparral","barren"
"1056",1063,0,0,50,0,0,50,0,100,0,"chaparral","grass",3,0,47,0,0,47,3,94,6,"chaparral","grass"
"1057",1064,22,0,28,0,0,28,22,56,44,"chaparral","grass",33,0,14,3,0,33,14,66,28,"grass","chaparral"
"1058",1065,12,0,37,1,0,37,12,74,24,"chaparral","grass",26,0,14,10,0,26,14,52,28,"grass","chaparral"
"1059",1066,14,0,32,4,0,32,14,64,28,"chaparral","grass",41,0,9,0,0,41,9,82,18,"grass","chaparral"
"1060",1067,4,0,46,0,0,46,4,92,8,"chaparral","grass",16,0,34,0,0,34,16,68,32,"chaparral","grass"
"1061",1068,1,0,49,0,0,49,1,98,2,"chaparral","grass",4,0,46,0,0,46,4,92,8,"chaparral","grass"
"1062",1069,13,0,37,0,0,37,13,74,26,"chaparral","grass",40,0,6,4,0,40,6,80,12,"grass","chaparral"
"1063",1070,17,0,1,32,0,32,17,64,34,"sage","grass",39,0,2,9,0,39,9,78,18,"grass","sage"
"1064",1071,30,0,18,2,0,30,18,60,36,"grass","chaparral",41,0,4,5,0,41,5,82,10,"grass","sage"
"1065",1072,11,20,0,19,0,20,19,40,38,"tree","sage",35,11,0,4,0,35,11,70,22,"grass","tree"
"1066",1073,10,0,40,0,0,40,10,80,20,"chaparral","grass",33,0,0,17,0,33,17,66,34,"grass","sage"
"1067",1074,0,0,0,50,0,50,0,100,0,"sage","grass",39,0,1,10,0,39,10,78,20,"grass","sage"
"1068",1075,7,0,43,0,0,43,7,86,14,"chaparral","grass",24,0,26,0,0,26,24,52,48,"chaparral","grass"
"1069",1076,29,0,21,0,0,29,21,58,42,"grass","chaparral",28,0,22,0,0,28,22,56,44,"grass","chaparral"
"1070",1077,7,0,43,0,0,43,7,86,14,"chaparral","grass",14,0,36,0,0,36,14,72,28,"chaparral","grass"
"1071",1078,0,0,50,0,0,50,0,100,0,"chaparral","grass",1,0,49,0,0,49,1,98,2,"chaparral","grass"
"1072",1079,29,0,16,5,0,29,16,58,32,"grass","chaparral",21,0,27,2,0,27,21,54,42,"chaparral","grass"
"1073",1080,24,0,25,1,0,25,24,50,48,"chaparral","grass",31,0,19,0,0,31,19,62,38,"grass","chaparral"
"1074",1081,29,0,7,14,0,29,14,58,28,"grass","sage",44,0,2,4,0,44,4,88,8,"grass","sage"
"1075",1082,22,0,11,0,17,22,17,44,34,"grass","barren",40,0,4,6,0,40,6,80,12,"grass","sage"
"1076",1083,9,0,41,0,0,41,9,82,18,"chaparral","grass",23,0,27,0,0,27,23,54,46,"chaparral","grass"
"1077",1084,4,0,26,0,20,26,20,52,40,"chaparral","barren",16,0,21,0,13,21,16,42,32,"chaparral","grass"
"1078",1085,5,0,45,0,0,45,5,90,10,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"1079",1086,11,0,39,0,0,39,11,78,22,"chaparral","grass",28,0,21,1,0,28,21,56,42,"grass","chaparral"
"1080",1087,5,0,44,1,0,44,5,88,10,"chaparral","grass",15,0,1,34,0,34,15,68,30,"sage","grass"
"1081",1088,22,0,22,0,6,22,22,44,44,"mixed","mixed",22,0,25,0,3,25,22,50,44,"chaparral","grass"
"1082",1089,5,0,45,0,0,45,5,90,10,"chaparral","grass",8,0,42,0,0,42,8,84,16,"chaparral","grass"
"1083",1090,11,0,39,0,0,39,11,78,22,"chaparral","grass",12,0,38,0,0,38,12,76,24,"chaparral","grass"
"1084",1091,21,0,10,19,0,21,19,42,38,"grass","sage",34,0,5,11,0,34,11,68,22,"grass","sage"
"1085",1092,15,35,0,0,0,35,15,70,30,"tree","grass",32,18,0,0,0,32,18,64,36,"grass","tree"
"1086",1093,9,0,41,0,0,41,9,82,18,"chaparral","grass",7,0,43,0,0,43,7,86,14,"chaparral","grass"
